,stockX,flightClub,goat,shoeName,brand,silhoutte,make,colorway,retailPrice,thumbnail,releaseDate,description
376,159,150.0,150.0,Nike SB Dunk Low Pro St. Patrick's Day (2022),Nike,Nike SB Dunk Low Pro,Nike SB Dunk Low Pro,Green/Metallic Gold-White-Light Gum,110.0,https://images.stockx.com/images/Nike-SB-Dunk-Low-Pro-St-Patricks-Day-2022-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1653401220,2022-03-05,"Celebrating the luck of the Irish is the Nike Dunk Low SB ‘St. Patrick’s Day.’ The upper in soft kelly green suede is intersected by a gold Swoosh in metallic patent leather. The lateral heel reveals a stitched four-leaf clover standing out in white while Nike branding on the tongue tag and suede heel tab is delivered in shiny gold. Underfoot, an outsole in yellow rubber pops beneath the rubber cupsole and its white sidewalls."
377,397,355.0,400.0,Jordan 4 Retro White Oreo (2021),Nike,Jordan 4 Retro,Jordan 4 Retro,White/Tech Grey-Black-Fire Red,190.0,https://images.stockx.com/images/Air-Jordan-4-Retro-White-Oreo-2021-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1620919867,2021-07-03,"Modeled after the Air Jordan 4 'Oreo' from 1999, the Air Jordan 4 Retro 'White Oreo' released in May 2021. The shoe's upper emerges with a white tumbled leather construction, with the usual mesh inserts at the quarter panel and vamp. The molded eyelets sport a cement finish, matched underfoot by the polyurethane midsole. Visible Air in the heel provides cushioning, giving way to a rubber outsole for traction."
378,179,169.0,169.0,Nike Dunk Low Archeo Pink (W),Nike,Nike Dunk Low,Nike Dunk Low,White/Archeo Pink,100.0,https://images.stockx.com/images/Nike-Dunk-Low-Archeo-Pink-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1634921107,2021-10-23,"Applying a classic two-tone color blocking on a performance hoops shoe turned into a streetwear staple is the Nike women's Dunk Low 'Archeo Pink.' Rendered in a clean white base with dark pink overlays, the all-leather upper features standard design elements, including a perforated toe box, padded mesh collar and nylon tongue. The latter features a woven Nike tag, while an embroidered Nike wordmark adorns the heel tab. It's built on a rubber cupsole that pairs white sidewalls with a pink rubber outsole."
379,94,89.0,89.0,Nike Air Force 1 Low Triple Red,Nike,Nike Air Force 1 Low,Nike Air Force 1 Low,University Red/University Red,110.0,https://images.stockx.com/images/Nike-Air-Force-1-Low-Triple-Red-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1607668936,2020-02-01,
380,77,77.0,77.0,Crocs Pollex Clog by Salehe Bembury Tide,Crocs,Crocs Pollex Clog,Crocs Pollex Clog,Turquoise Tonic,85.0,https://images.stockx.com/images/Crocs-Pollex-Clog-by-Salehe-Bembury-Tide-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1664259289,2022-09-22,
381,114,84.0,84.0,Nike Air Max 2017 Triple Black,Nike,Nike Air Max 2017,Nike Air Max 2017,Black/Black-Black,190.0,https://images.stockx.com/images/Nike-Air-Max-2017-Triple-Black-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1607665961,2017-01-01,
382,95,66.0,90.0,Nike Air Max 270 Triple Black,Nike,Nike Air Max 270,Nike Air Max 270,Black/Black-Black,160.0,https://images.stockx.com/images/Nike-Air-Max-270-Triple-Black-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1607664371,2018-03-16,"Drawing inspiration from its predecessors (the Air Max 180 and Air Max 93), the monochromatic Air Max 270 ‘Triple Black’ features a mesh upper, contrasting materials on the toe and midfoot, dual-density foam midsole, and oversized Air Max heel unit—all dressed in black."
383,81,69.0,80.0,Jordan 1 Retro High OG Chicago Lost and Found (TD),Nike,Jordan 1 Retro High OG,Jordan 1 Retro High OG,Varsity Red/Black-Sail-Muslin,70.0,https://images.stockx.com/images/Air-Jordan-1-Retro-High-OG-Lost-and-Found-TD-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1669293018,2022-11-19,"The Air Jordan 1 Retro High OG TD ‘Chicago Lost & Found’ takes an iconic hoops shoe and gives it a poignant story of rediscovery. The leather construction of the upper features distressed crackling in the white base and black collar constrasting with smooth red overlays and signautre Swoosh in black. Rounding out the old-school vibe is a traditional cupsole, a rubber outsole in red and off-white sidewalls."
384,92,71.0,71.0,Nike TC 7900 Sail (W),Nike,Nike TC 7900,Nike TC 7900,Sail/Black/Sail,120.0,https://images.stockx.com/images/Nike-TC-7900-Sail-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1674547693,2021-03-03,
385,122,,,Nike LeBron 20 The Debut,Nike,Nike LeBron 20,Nike LeBron 20,White/Metallic Gold-Black-University Red-Wolf Grey,200.0,https://images.stockx.com/images/Nike-Lebron-20-The-Debut-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1671215402,2022-12-12,"The Nike Lebron 20 The Debut comes with a black and white knit upper and a metallic double-stacked Nike gold Swoosh emblem adorning its lateral side. 
<br>
<br>
The sneaker displays white embroidery on the upper with ""XX"" laces dubraes. Its woven upper is decorated with overlapping Swooshes, and the midfoot shank is made of carbon fiber for torsional support. Zoom Air units are also included in the forefoot and heel. A graphic pattern across the forefoot, insole branding, and an icy transparent dynamic outsole completes the collaborative design.
<br>
<br>
The Nike Lebron 20 The Debut was released on December 12th, 2022. It retailed at $200."
386,105,50.0,50.0,Jordan 1 Elevate Low SE Silver Toe (W),Nike,Jordan 1 Elevate Low SE,Jordan 1 Elevate Low SE,Metallic Silver/Black/White/Onyx,140.0,https://images.stockx.com/images/Air-Jordan-1-Elevate-Low-SE-Silver-Toe-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1664347563,2022-10-19,
387,114,101.0,101.0,Nike Air Force 1 '07 Low White Swoosh Panda,Nike,Nike Air Force 1 '07 Low,Nike Air Force 1 '07 Low,Black/White/Black,130.0,https://images.stockx.com/images/Nike-Air-Force-1-07-Low-White-Swoosh-Panda.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1673461372,2023-01-31,
388,173,202.0,202.0,Nike Air Max Plus Baltic Blue,Nike,Nike Air Max Plus,Nike Air Max Plus,White/Black/Baltic Blue,160.0,https://images.stockx.com/images/Nike-Air-Max-Plus-Baltic-Blue-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1675844074,2023-01-26,
389,125,114.0,114.0,Nike Dunk Low Retro White Black University Red,Nike,Nike Dunk Low Retro,Nike Dunk Low Retro,White/University Red/Black,,https://images.stockx.com/images/Nike-Dunk-Low-Retro-White-Black-University-Red.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1675417709,,
390,113,119.0,125.0,Jordan 1 Mid Armory Navy,Nike,Jordan 1 Mid,Jordan 1 Mid,Armory Navy/White-Black,115.0,https://images.stockx.com/images/Air-Jordan-1-Mid-Dark-Teal-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1667229903,2022-03-29,"Updating the familiar design with a new color palette is the Air Jordan 1 Mid 'Armory Navy.' The mid-top features a leather upper with a clean white base and contrasting dark teal accents on the Swoosh, eyestay, and forefoot and heel overlays. The woven tongue tag has a white Jumpman icon with a color-matched Wings logo imprinted on the lateral collar flap. It's built on a rubber cupsole with an Air-sole unit inside a lightweight foam wedge."
391,169,146.0,146.0,adidas Yeezy Foam RNNR Ochre,Adidas,adidas Yeezy Foam RNNR,adidas Yeezy Foam RNNR,Ochre/Ochre/Ochre,80.0,https://images.stockx.com/images/adidas-Yeezy-Foam-RNNR-Ochre-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1633023377,2021-08-02,"Offering a futuristic aesthetic with a subdued, monochromatic finish is the adidas Yeezy Foam Runner 'Ochre.' A dark beige hue covers the one-piece foam build that has ventilation ports of varying shapes and dimensions that increase airflow while adding to the slip-on's flowing lines. 'FOAM RNNR' is seen on the interior collar with the shoe size and 'Made in USA' branding. The outsole features a wavy traction pattern for a better grip."
392,138,107.0,107.0,Nike Dunk Low Retro White Grey,Nike,Nike Dunk Low Retro,Nike Dunk Low Retro,White/Neutral Grey,110.0,https://images.stockx.com/images/Nike-Dunk-Low-Retro-White-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1666679170,2022-09-14,"Maintaining its iconic look with a neutral approach, the Nike Dunk Low ‘White Neutral Grey’ is constructed on the tried-and-true rubber cupsole with sidewall stitching and foam wedge for easy wear. The upper in grey tumbled leather joins white overlays accompanied by the signature Swoosh, also in stark white. The tongue tag, sockliner and back tab all deliver Nike branding."
393,444,347.0,440.0,Jordan 4 Retro University Blue,Nike,Jordan 4 Retro,Jordan 4 Retro,University Blue/Tech Grey-White-Black,200.0,https://images.stockx.com/images/Air-Jordan-4-Retro-University-Blue-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1616520672,2021-04-28,"The Air Jordan 4 Retro 'University Blue' looks to Michael Jordan's college days to inform its classic look. Built with suede, the shoe's upper appears primarily in University Blue, with cement detailing on the classic wings and heel overlay. Tonal mesh inserts emerge at the vamp and quarter panel, while the tongue tag is designed to look like a jock tag on the bottom hem of Jordan jerseys. Visible Air in the heel of the speckled midsole provides cushioning."
394,101,80.0,80.0,Jordan 1 Mid SE Light Iron Ore (W),Nike,Jordan 1 Mid SE,Jordan 1 Mid SE,Light Iron Ore/Atmosphere-White,120.0,https://images.stockx.com/images/Air-Jordan-1-Mid-SE-Light-Iron-Ore-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1645115307,2022-02-08,
395,131,80.0,124.0,Jordan 3 Retro Fire Red (2022) (GS),Nike,Jordan 3 Retro,Jordan 3 Retro,White/Fire Red/Cement Grey/Black,150.0,https://images.stockx.com/images/Air-Jordan-3-Retro-Fire-Red-2022-GS-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1662124106,2022-09-10,
396,113,97.0,97.0,adidas Yeezy Boost 350 V2 Mono Cinder,Adidas,adidas Yeezy Boost 350 V2,adidas Yeezy Boost 350 V2,Mono Cinder/Mono Cinder/Mono Cinder,220.0,https://images.stockx.com/images/adidas-Yeezy-Boost-350-V2-Mono-Cinder-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1635434704,2021-06-24,"The Yeezy Boost 350 V2 'Mono Cinder' features a blacked-out look on its updated construction. Releasing as part of the Mono Pack, the shoe's upper is built with monofilament mesh in place of the usual Primeknit, finished entirely in black. The signature side stripe adds a minor deviation, while an internal cage and webbing heel pull-loop support the fit. Underfoot, the tonal tooling includes a Boost midsole wrapped in a rubber cage for cushioning, while the shoe itself dropped exclusively on Yeezy Supply."
397,215,220.0,220.0,Jordan 4 Retro Black Canvas (GS),Nike,Jordan 4 Retro,Jordan 4 Retro,Black/Light Steel Grey/White/Fire Red,,https://images.stockx.com/images/Air-Jordan-4-Retro-Black-Canvas-GS-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1666300279,2022-10-01,
398,224,233.0,234.0,adidas Yeezy 500 Clay Brown,Adidas,adidas Yeezy 500,adidas Yeezy 500,Clay Brown/Clay Brown/Clay Brown,200.0,https://images.stockx.com/images/adidas-Yeezy-500-Brown-Clay-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1636390783,2021-09-18,"An earthy color tone is featured on the adidas Yeezy 500 'Brown Clay' throughout the branding-free upper with a ventilated open mesh base with soft suede overlays and a reinforced rubber mudguard. The subdued color palette extends to the sneaker's high-rebound adiPRENE+ midsole, modeled after the retro 'Feet You Wear' technology used on Kobe Bryant's adidas KB8 3 from 1999. It's built on rubber pods to deliver better grip."
399,100,59.0,98.0,Jordan 4 Retro Military Black (PS),Nike,Jordan 4 Retro,Jordan 4 Retro,White/Black-Neutral Grey,90.0,https://images.stockx.com/images/Air-Jordan-4-Retro-Military-Black-PS-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1654264283,2022-05-21,
400,330,289.0,344.0,adidas Yeezy 500 Utility Black,Adidas,adidas Yeezy 500,adidas Yeezy 500,Utility Black/Utility Black/Utility Black,200.0,https://images.stockx.com/images/Adidas-Yeezy-500-Utility-Black-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1606319127,2018-07-07,"In July 2018, Kanye West and adidas released the Yeezy 500 ' Utility Black. ' The retro-inspired silhouette counterbalances a sleek, all-black design with its bulky form. What distinguishes this colorway from the standard triple-black finish is a unique use of tone – it's a semi-faded black that coats the combination of mesh and upper suede, as opposed to the pitch-black variety more common in the firmament of the sneaker."
401,239,229.0,254.0,New Balance 9060 Bodega Age of Discovery,New Balance,New Balance 9060,New Balance 9060,Blue/Sea Salt/Beige,180.0,https://images.stockx.com/images/New-Balance-9060-Bodega-Age-of-Discovery-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1671732691,2022-12-10,"The Bodega x New Balance 9060 ‘Age of Discovery’ takes its inspiration from the early explorations of Europeans during the Renaissance period. The running shoe recalls details from the 860v2, the 991, and 99X models with a pale blue upper that pairs with mesh and overlays that included brown suede at the forefoot and fuzzy tan suede on the tongue and heel tab. Branding consists of NB 9060 in bright yellow on the tongue and the trademark ‘N’ in silver. The midsole with ABZORB and SBS cushioning rides on a gum rubber outsole for optimal comfort and traction."
402,108,91.0,91.0,New Balance 327 WS327 KB (W),New Balance,New Balance 327,New Balance 327,White/Navy,90.0,https://images.stockx.com/images/New-Balance-327-WS327-KB-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1639421145,2021-02-01,
403,124,127.0,127.0,Jordan 1 Mid SE Ice Blue (W),Nike,Jordan 1 Mid SE,Jordan 1 Mid SE,Ice Blue/Black/Sail/Dark Powder Blue,135.0,https://images.stockx.com/images/Air-Jordan-1-Mid-SE-Ice-Blue-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1673541578,2023-01-20,
404,251,294.0,294.0,New Balance 574 Legacy Stone Island Steel Blue,New Balance,New Balance 574 Legacy,New Balance 574 Legacy,Steel Blue/Gray,140.0,https://images.stockx.com/images/New-Balance-574-Legacy-Stone-Island-Steel-Blue-V5.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1675994261,2022-12-03,
405,205,203.0,203.0,adidas Ozmorphis Mr. Bailey Core Black,Adidas,adidas Ozmorphis,adidas Ozmorphis,Core Black/Grey Six/Core Black,160.0,https://images.stockx.com/images/adidas-Ozmorphis-Mr-Bailey-Core-Black.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1675373308,2023-02-09,
406,420,,,Tiffany x NFL x Mitchell & Ness Football Jersey Tiffany Blue,Tiffany,Tiffany x NFL x Mitchell & Ness Football,Tiffany x NFL x Mitchell & Ness Football,Tiffany Blue,295.0,https://images.stockx.com/images/Tiffany-x-NFL-x-Mitchell-Ness-Football-Jersey-Tiffany-Blue.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1675788842,,
407,199,158.0,173.0,Jordan 6 Retro UNC White,Nike,Jordan 6 Retro,Jordan 6 Retro,University Blue/White/College Navy/Black,210.0,https://images.stockx.com/images/Air-Jordan-6-Retro-UNC-White-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1646233940,2022-03-05,"The Air Jordan 6 Retro 'UNC Home' pays homage to Michael Jordan’s alma mater, bearing a colorway reminiscent of the University of North Carolina. The classic hoops sneakers feature a white leather upper set against University Blue nubuck underlays. Hits of navy appear on the molded TPU heel tab and collar lining. Navy repeats on the midsole, which houses visible Air-sole cushioning. The jock tag on the heel reinforces the shoe’s varsity athletics theme."
408,152,108.0,147.0,Nike Dunk Low Premium Vast Grey,Nike,Nike Dunk Low Premium,Nike Dunk Low Premium,Vast Grey/Summit White/Pearl White,110.0,https://images.stockx.com/images/Nike-Dunk-Low-Premium-Vast-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1642765088,2022-08-23,"Neutral tones dominate the Nike Dunk Low Premium 'Vast Grey', a vintage hoops style that has been adapted to reflect street style. A cream colored suede upper features soft grey overlays and a matching Swoosh. Tonal Nike hits on the back heel and tongue tag match the 'Vast Grey' tone, while a white midsole sits atop a grey rubber outsole."
409,181,150.0,150.0,Nike Dunk Low Championship Court Purple,Nike,Nike Dunk Low,Nike Dunk Low,White/Court Purple,100.0,https://images.stockx.com/images/Nike-Dunk-Low-Court-Purple-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1648131848,2022-05-05,"The Nike Dunk Low 'Championship Purple' is rendered in two-tone OG-inspired color blocking. The silhouette features an all-leather white upper with violet overlays and a matching Swoosh. A woven Nike tongue tag and branded embroidery appear on the heel. The low-top is mounted on a durable rubber cupsole, complete with a concentric rubber outsole for traction."
410,140,135.0,138.0,Jordan 5 Retro Green Bean (2022),Nike,Jordan 5 Retro,Jordan 5 Retro,Silver/Green Bean-Flint Grey,200.0,https://images.stockx.com/images/Air-Jordan-5-Retro-Green-Bean-2022-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1655237336,2022-05-28,"Bringing back a two-tone colorway first released in 2006 is the 2022 edition of the Air Jordan 5 'Green Bean.' Similar to the original mid-top, a light grey nubuck upper is entirely coated in a reflective finish. Bright green accents make their way to the interior lining and the embroidered Jumpman logo on the heel and tongue, which is repeated on the shark-tooth detailing that enlivens the dark grey polyurethane midsole. It's built on a translucent herringbone-tread rubber outsole. The Jordan 5 'Green Bean' 2022 will drop on May 28, 2022."
411,228,215.0,215.0,adidas Yeezy Boost 350 V2 MX Oat,Adidas,adidas Yeezy Boost 350 V2,adidas Yeezy Boost 350 V2,MX Oat/MX Oat/MX Oat,220.0,https://images.stockx.com/images/adidas-Yeezy-Boost-350-V2-MX-Oat-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1634917162,2021-10-23,"The Yeezy Boost 350 V2 'MX Oat' features a one-piece Primeknit upper executed in a swirling pattern of orange, blue and yellow. A translucent stripe appears on the lateral side with a tonal pull tab on the heel. Underfoot, translucent rubber cage houses a full-length Boost unit, while a rubber outsole with cutouts provides traction."
412,172,150.0,161.0,Jordan 12 Retro Stealth,Nike,Jordan 12 Retro,Jordan 12 Retro,Stealth/White/Cool Grey,200.0,https://images.stockx.com/images/Air-Jordan-12-Retro-Stealth-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1659704883,2022-08-27,"The Air Jordan 12 Retro 'Stealth' features a light neutral palette to the classic silhouette that MJ won his fifth championship in. A grey tumbled leather upper features stitched lines radiating across, intersected with lizard-textured overlays on the white mudguard. Signature Jordan branding appears on the tongue and heel area, while the white outsole features grey herringbone pods supplemented with Zoom Air units for lightweight cushioning."
413,82,,70.0,Nike Air Max Correlate Black White Grey,Nike,Nike Air Max Correlate,Nike Air Max Correlate,Black/White-Cool Grey-Wolf Grey,120.0,https://images.stockx.com/images/Nike-Air-Max-Correlate-Black-White-Grey.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1609757570,2012-01-01,"The Nike Air Max Correlate Black White Grey is a comfortable yet flexible shoe that provides all of the best athletic qualities while still being stylish.
<br>
<br>
The Nike Air Max Correlate Black White Grey provides an ample amount of heel support and has a particularly cushioned sole. Splashes of pink and green appear in contrast to the black, white, and grey pattern that makes up a majority of the shoe. The upper part of the Nike Air Max Correlate Black White Grey molds to the foot, helping to provide support and protection while still remaining comfortable.
<br>
<br>
First released in May 2022 at a starting price of $155."
414,113,110.0,110.0,Jordan 1 Retro Low OG Mystic Navy,Nike,Jordan 1 Retro Low OG,Jordan 1 Retro Low OG,Black/Mystic Navy-White,130.0,https://images.stockx.com/images/Air-Jordan-1-Retro-Low-OG-Mystic-Navy-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1656508719,2022-06-30,"The Air Jordan 1 Retro Low OG 'Mystic Navy' gets a colorway resembling another original from 1985. An all-leather upper features a black base with hits of contrasting dark navy on the toe box, heel counter and Swoosh. Mystic Blue can be found on the tongue tag on the NIKE AIR, while a black Wings logo is emblazoned on both heels of the shoe. A contrasting white midsole adds a hit of color, embedded with encapsulated Nike Air units for cushioning. "
415,170,159.0,168.0,Jordan 1 Mid Carbon Fiber,Nike,Jordan 1 Mid,Jordan 1 Mid,Black/White-Black,125.0,https://images.stockx.com/images/Air-Jordan-1-Mid-Carbon-Fiber-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1612285690,2021-02-01,"Giving to nod the NBA's midseason exhibition, the Air Jordan 1 Mid SE 'All-Star Weekend' emerges with a classic two-tone look. The shoe's upper features a white leather and black patent leather construction, with the collar, Swoosh and heel all sporting a faux carbon-fiber print. An encircled Jumpman logo marks the tongue, while underfoot, the Air midsole provides cushioning, giving way to a concentric rubber outsole."
416,105,83.0,83.0,Nike Air Force 1 Low Flax (2019/2022),Nike,Nike Air Force 1 Low,Nike Air Force 1 Low,Flax/Gum/Light Brown/Black/Wheat,100.0,https://images.stockx.com/images/Nike-Air-Force-1-Low-Flax-2019-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1607056265,2019-09-09,
417,150,,,Birkenstock Boston Soft Footbed Suede Taupe,Birkenstock,Birkenstock Boston Soft Footbed,Birkenstock Boston Soft Footbed,Taupe,155.0,https://images.stockx.com/images/Birkenstock-Boston-Soft-Footbed-Suede-Taupe-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1664518831,2021-08-31,"The Birkenstock Boston Soft Footbed Suede Taupe is an all-year round clog. This shoe comes in a taupe color way.
<br>
<br>
This Boston Footbed model by Birkenstock was inspired by nature and has a soft suede upper that surrounds the foot. It also includes a soft footbed with an extra integrated foam layer for cushioning. One strap with a metal pin buckle that may be adjusted is also featured on this product.
<br>
<br>
The Birkenstock Boston Soft Footbed Suede Taupe made its first entry into the market on the 31st of August, 2021, with $155 as the recommended retail price."
418,129,90.0,90.0,Jordan 1 Low Eastside Golf Out of the Mud,Nike,Jordan 1 Low,Jordan 1 Low,Midnight Navy/Midnight Navy-Burnt Sunrise-White,130.0,https://images.stockx.com/images/Air-Jordan-1-Low-Eastside-Golf-Out-of-the-Mud-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1669015846,2022-11-12,"A legacy shoe is reinterpreted with the Eastside Golf x Air Jordan 1 Low ‘Out the Mud.’ The off-white midsole sits atop a clear rubber outsole in Redstone, supporting an allover Midnight Navy upper in nubuck with matching Swoosh. A vintage Wings logo is seen on the tongue, and the kick's rear view salutes the design collaboration with 'Eastside Golf' lettering on the left heel and the lifestyle brand's stitched logo on the right."
419,157,146.0,149.0,Jordan 7 Retro Cardinal (2022),Nike,Jordan 7 Retro,Jordan 7 Retro,White/Black/Cardinal Red/Chutney,210.0,https://images.stockx.com/images/Air-Jordan-7-Retro-Cardinal-2022-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1669812131,2022-12-17,"The Air Jordan 7 Retro 'Cardinal' brings back one of the original colorways of the AJ7, first released back in 1992. A white tumbled leather upper showcases perforated detailing across the shoe for ventilation, and a sock-like Huarache interior for a snug fit. A black midsole with pops of white and Cardinal red hide Nike Air cushioning, while AIR JORDAN is stitched across the tongue and a stylized '23' can be found on the back heel piece, completing the OG look."
420,108,108.0,108.0,Jordan 1 Mid SE Multi Color (2022) (W),Nike,Jordan 1 Mid SE,Jordan 1 Mid SE,French Blue/Fire Red/Beach/Magic Ember,135.0,https://images.stockx.com/images/Air-Jordan-1-Mid-Multi-Color-2022-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1660569802,2022-09-14,
421,109,104.0,104.0,Jordan 1 Low SE Craft Obsidian French Blue Ashen Slate White,Nike,Jordan 1 Low SE Craft,Jordan 1 Low SE Craft,Obsidian/French Blue/Ashen Slate/White,120.0,https://images.stockx.com/images/Air-Jordan-1-Low-SE-Craft-Obsidian-French-Blue-Ashen-Slate-White-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1669015983,2022-11-08,
422,123,108.0,108.0,Nike Dunk Low Undefeated 5 On It Dunk vs. AF1,Nike,Nike Dunk Low,Nike Dunk Low,Signal Blue/White-Night Purple,120.0,https://images.stockx.com/images/Nike-Dunk-Low-UNDEFEATED-Dunk-vs-AF1-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1629131353,2021-08-06,"The Undefeated x Dunk Low SP '5 On It' released as part of the second installment of the Dunk vs. AF-1 series, released with the help of the Los Angeles retailer. Sporting a series of accents that marked sneaker culture in the late 90s and early 2000s, the shoe gets its name from the five materials used on the upper. Those include leather on the toe box, nubuck on the heel overlay, textile on the quarter panel, suede on the Swoosh branding and faux snakeskin on the eyestay and forefoot. Underfoot, a cream rubber midsole and purple concentric rubber outsole anchor the design."
423,96,70.0,70.0,adidas Ultra Boost 5.0 DNA Triple Black,Adidas,adidas Ultra Boost 5.0 DNA,adidas Ultra Boost 5.0 DNA,Core Black/Core Black/Beam Green,190.0,https://images.stockx.com/images/adidas-Ultra-Boost-50-DNA-Triple-Black-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1661522392,2022-06-16,
